Waiting for CPU move...
Generation of this next move took 7.78 seconds, ran 10000 iterations.
   a b c d e 
 -----------------------
0 |- - - -          5162201 function calls (4314156 primitive calls) in 9.479 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 dviread.py:172(Dvi)
        1    0.000    0.000    0.004    0.004 pocketfft.py:29(<module>)
        1    0.000    0.000    0.006    0.006 legend.py:22(<module>)
        1    0.000    0.000    0.019    0.019 reduction.py:10(<module>)
        6    0.000    0.000    0.001    0.000 patches.py:1853(_pprint_table)
        1    0.000    0.000    0.005    0.005 pickle.py:24(<module>)
        1    0.000    0.000    0.001    0.001 parse.py:28(<module>)
        1    0.000    0.000    0.003    0.003 ops.py:2(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:397(DatetimeLikeArrayMixin)
       71    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.002    0.002 nanfunctions.py:22(<module>)
        1    0.000    0.000    0.003    0.003 pyparsing.py:5787(_makeTags)
        2    0.000    0.000    0.003    0.001 missing.py:3(<module>)
      220    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.001    0.001 ticker.py:165(<module>)
        1    0.000    0.000    0.002    0.002 managers.py:1(<module>)
        1    0.000    0.000    0.068    0.068 collections.py:10(<module>)
       18    0.000    0.000    0.001    0.000 pyparsing.py:4760(parseImpl)
       21    0.000    0.000    0.000    0.000 argparse.py:1499(_get_handler)
        1    0.000    0.000    0.015    0.015 __init__.py:11(<module>)
      252    0.000    0.000    0.000    0.000 multiarray.py:469(can_cast)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        1    0.000    0.000    0.002    0.002 pyplot.py:1767(get_plot_commands)
        1    0.000    0.000    0.002    0.002 pivot.py:1(<module>)
       82    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
        6    0.000    0.000    0.003    0.001 enum.py:633(_convert)
      115    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 wintypes.py:143(WIN32_FIND_DATAA)
       20    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:740(create_module)
        1    0.000    0.000    0.000    0.000 umath.py:7(<module>)
      137    0.000    0.000    0.000    0.000 expr.py:161(<genexpr>)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
       20    0.000    0.000    0.002    0.000 pyparsing.py:4828(parseImpl)
       60    0.000    0.000    0.000    0.000 function_base.py:20(_index_deprecate)
      102    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.006    0.006 boolean.py:1(<module>)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1444(setName)
        1    0.000    0.000    0.000    0.000 path.py:21(Path)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
       50    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       89    0.000    0.000    0.000    0.000 docstring.py:101(do_copy)
       10    0.000    0.000    0.000    0.000 extension.py:105(wrapper)
        1    0.000    0.000    0.001    0.001 base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:737(<dictcomp>)
        1    0.000    0.000    0.000    0.000 melt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:78(DatetimeIndexOpsMixin)
       46    0.000    0.000    0.000    0.000 docstring.py:43(update)
       48    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
        1    0.000    0.000    0.024    0.024 __init__.py:124(<module>)
       12    0.000    0.000    0.001    0.000 generic.py:11190(_make_stat_function)
       29    0.000    0.000    0.001    0.000 ntpath.py:523(abspath)
       27    0.000    0.000    0.000    0.000 argparse.py:566(_metavar_formatter)
       27    0.000    0.000    0.001    0.000 argparse.py:1728(_add_action)
        1    0.000    0.000    0.000    0.000 axis.py:34(Tick)
        1    0.000    0.000    0.000    0.000 tzfile.py:4(<module>)
        1    0.000    0.000    0.003    0.003 colors.py:60(<module>)
       72    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
       38    0.000    0.000    0.000    0.000 config.py:699(config_prefix)
        1    0.000    0.000    0.001    0.001 encoder.py:2(<module>)
       88    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       17    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
      186    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        4    0.000    0.000    0.000    0.000 methods.py:221(<dictcomp>)
        1    0.000    0.000    0.171    0.171 _subplots.py:1(<module>)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1852(resetCache)
        1    0.000    0.000    0.092    0.092 contour.py:3(<module>)
      198    0.000    0.000    0.000    0.000 rcsetup.py:51(func)
       24    0.000    0.000    0.000    0.000 hexboard.py:54(get_neighbors)
        2    0.000    0.000    0.000    0.000 lazy.py:84(__new__)
    34/26    0.000    0.000    0.000    0.000 pyparsing.py:4067(__str__)
        1    0.000    0.000    0.010    0.010 _decorators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:165(MarkerStyle)
        1    0.000    0.000    0.000    0.000 common.py:49(<setcomp>)
        1    0.000    0.000    0.000    0.000 lines.py:204(Line2D)
        4    0.000    0.000    0.000    0.000 enum.py:890(<listcomp>)
        1    0.000    0.000    0.020    0.020 base.py:7(<module>)
       98    0.000    0.000    0.000    0.000 pyparsing.py:2535(streamline)
       30    0.000    0.000    0.000    0.000 getlimits.py:27(_fr1)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
        6    0.000    0.000    0.000    0.000 deprecation.py:354(<listcomp>)
        1    0.000    0.000    0.001    0.001 model.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cm.py:7(<module>)
       25    0.000    0.000    0.000    0.000 rcsetup.py:316(<listcomp>)
       15    0.000    0.000    0.000    0.000 rcsetup.py:947(validate_animation_writer_path)
        1    0.000    0.000    0.001    0.001 scale.py:759(_get_scale_docs)
       79    0.000    0.000    0.000    0.000 typing.py:772(<genexpr>)
        1    0.000    0.000    0.002    0.002 dviread.py:18(<module>)
      133    0.000    0.000    0.000    0.000 six.py:88(__init__)
       26    0.000    0.000    0.000    0.000 pathlib.py:145(splitroot)
      158    0.000    0.000    0.000    0.000 pyparsing.py:4007(<genexpr>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:79(bitname)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:593(_ReducedHCT_Element)
       29    0.000    0.000    0.000    0.000 argparse.py:1495(_pop_action_class)
        1    0.000    0.000    0.000    0.000 base.py:5(<module>)
       43    0.000    0.000    0.000    0.000 __init__.py:187(_checkLevel)
       29    0.000    0.000    0.000    0.000 argparse.py:1508(_check_conflict)
        1    0.000    0.000    0.000    0.000 pytables.py:455(HDFStore)
       16    0.000    0.000    0.000    0.000 argparse.py:844(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:195(_sanity_check)
       28    0.000    0.000    0.000    0.000 ntpath.py:287(expanduser)
       31    0.000    0.000    0.000    0.000 warnings.py:453(__init__)
       28    0.000    0.000    0.000    0.000 rcsetup.py:46(__init__)
        1    0.000    0.000    0.015    0.015 dtypes.py:1(<module>)
       38    0.000    0.000    0.001    0.000 typing.py:1193(_alias)
        1    0.000    0.000    0.000    0.000 reshape.py:1(<module>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4217(__init__)
        1    0.000    0.000    0.001    0.001 pickle.py:181(<listcomp>)
        1    0.000    0.000    0.001    0.001 cm.py:100(<dictcomp>)
       17    0.000    0.000    0.000    0.000 cycler.py:529(_cycler)
        1    0.000    0.000    0.000    0.000 case.py:351(TestCase)
        1    0.000    0.000    0.017    0.017 artist.py:1(<module>)
        4    0.000    0.000    0.000    0.000 enum.py:872(_decompose)
       48    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 core.py:2708(MaskedArray)
        1    0.000    0.000    0.003    0.003 fontconfig_pattern.py:65(__init__)
        6    0.000    0.000    0.000    0.000 patches.py:1864(<listcomp>)
       38    0.000    0.000    0.000    0.000 colors.py:825(__init__)
       11    0.000    0.000    0.000    0.000 enum.py:125(__prepare__)
       52    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        1    0.000    0.000    0.001    0.001 geo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:72(__init__)
       34    0.000    0.000    0.000    0.000 codecs.py:319(decode)
       25    0.000    0.000    0.000    0.000 pyparsing.py:4822(__init__)
       95    0.000    0.000    0.000    0.000 cycler.py:138(keys)
        1    0.000    0.000    0.000    0.000 array.py:195(SparseArray)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
        1    0.000    0.000    0.001    0.001 _typing.py:1(<module>)
       19    0.000    0.000    0.000    0.000 pathlib.py:1007(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
        1    0.000    0.000    0.001    0.001 construction.py:6(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:5(<module>)
       39    0.000    0.000    0.000    0.000 functools.py:458(lru_cache)
        1    0.000    0.000    0.076    0.076 pyplot.py:182(switch_backend)
       11    0.000    0.000    0.006    0.001 pyparsing.py:1893(parseString)
        2    0.000    0.000    0.000    0.000 lazy.py:139(__new__)
       42    0.000    0.000    0.000    0.000 base.py:132(_make_arithmetic_op)
        3    0.000    0.000    0.000    0.000 base.py:5069(_add_numeric_methods_binary)
      108    0.000    0.000    0.000    0.000 invalid.py:38(make_invalid_op)
     23/7    0.000    0.000    0.001    0.000 pyparsing.py:4466(streamline)
       55    0.000    0.000    0.000    0.000 enum.py:628(value)
        1    0.000    0.000    0.000    0.000 chebyshev.py:89(<module>)
       29    0.000    0.000    0.000    0.000 argparse.py:204(__init__)
       60    0.000    0.000    0.000    0.000 fromnumeric.py:74(<dictcomp>)
        1    0.000    0.000    0.005    0.005 case.py:1(<module>)
        1    0.000    0.000    0.001    0.001 wintypes.py:2(<module>)
       54    0.000    0.000    0.000    0.000 inspect.py:504(_is_wrapper)
        1    0.000    0.000    0.006    0.006 financial.py:12(<module>)
       16    0.000    0.000    0.000    0.000 integer.py:605(_create_arithmetic_method)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3179(parseImpl)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       60    0.000    0.000    0.000    0.000 numeric.py:1782(isscalar)
        1    0.000    0.000    0.003    0.003 process.py:10(<module>)
       19    0.000    0.000    0.000    0.000 path.py:188(_update_values)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        1    0.000    0.000    0.009    0.009 platform.py:10(<module>)
        1    0.000    0.000    0.001    0.001 range.py:36(RangeIndex)
      302    0.000    0.000    0.000    0.000 __init__.py:847(__iter__)
        1    0.000    0.000    0.000    0.000 quiver.py:15(<module>)
        1    0.000    0.000    0.000    0.000 wintypes.py:155(WIN32_FIND_DATAW)
        1    0.000    0.000    0.000    0.000 legend.py:321(Legend)
        1    0.000    0.000    0.000    0.000 tempfile.py:24(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method time.localtime}
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.002    0.002 dis.py:1(<module>)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:873(_find_spec_legacy)
       17    0.000    0.000    0.000    0.000 array.py:1374(_create_arithmetic_method)
        1    0.000    0.000    0.002    0.002 align.py:2(<module>)
        1    0.000    0.000    0.003    0.003 afm.py:38(<module>)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
        1    0.000    0.000    0.001    0.001 numpy_.py:1(<module>)
        1    0.000    0.000    0.002    0.002 tune.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pytables.py:1(<module>)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:46(_w_long)
       49    0.000    0.000    0.000    0.000 pyparsing.py:591(__getitem__)
        1    0.000    0.000    0.001    0.001 grouper.py:4(<module>)
        1    0.000    0.000    0.001    0.001 range.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:434(LambertAxes)
       28    0.000    0.000    0.000    0.000 _bootlocale.py:11(getpreferredencoding)
       20    0.000    0.000    0.000    0.000 dtypes.py:867(construct_from_string)
       56    0.000    0.000    0.000    0.000 patches.py:1961(_register_style)
        1    0.000    0.000    0.000    0.000 contour.py:50(ContourLabeler)
       11    0.000    0.000    0.000    0.000 enum.py:152(<dictcomp>)
        2    0.000    0.000    1.494    0.747 export.py:1(<module>)
       60    0.000    0.000    0.000    0.000 fromnumeric.py:2986(ndim)
       30    0.000    0.000    0.000    0.000 getlimits.py:19(_fr0)
        1    0.000    0.000    0.001    0.001 mlab.py:54(<module>)
        6    0.000    0.000    0.001    0.000 base.py:5204(_make_logical_function)
        1    0.000    0.000    1.546    1.546 trueskill.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:5(<module>)
        1    0.000    0.000    0.001    0.001 period.py:82(PeriodIndex)
       16    0.000    0.000    0.000    0.000 offsets.py:93(apply_wraps)
        1    0.000    0.000    0.001    0.001 generic.py:148(SeriesGroupBy)
        1    0.000    0.000    0.043    0.043 game.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blocks.py:91(Block)
        1    0.000    0.000    0.001    0.001 backend_tools.py:12(<module>)
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
       17    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
       18    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 common.py:5(<module>)
        1    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:282(__init__)
       16    0.000    0.000    0.001    0.000 accessor.py:146(add_delegate_accessors)
       26    0.000    0.000    0.000    0.000 core.py:916(__init__)
    62/24    0.000    0.000    0.000    0.000 abc.py:141(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 subprocess.py:42(<module>)
        7    0.000    0.000    0.000    0.000 _decorators.py:172(_deprecate_kwarg)
        1    0.000    0.000    0.005    0.005 hashlib.py:54(<module>)
        1    0.000    0.000    0.001    0.001 groupby.py:357(_GroupBy)
        1    0.000    0.000    0.000    0.000 _subplots.py:202(subplot_class_factory)
       40    0.000    0.000    0.000    0.000 __init__.py:218(_get_frame_op_default_axis)
      138    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
       52    0.000    0.000    0.000    0.000 re.py:252(escape)
        8    0.000    0.000    0.001    0.000 generic.py:11245(_make_cum_function)
      105    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
      143    0.000    0.000    0.000    0.000 typing.py:176(<listcomp>)
       19    0.000    0.000    0.000    0.000 pathlib.py:660(_from_parts)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
  113/105    0.000    0.000    0.001    0.000 __init__.py:270(wrapper)
      3/1    0.000    0.000    0.001    0.001 argparse.py:1755(parse_known_args)
        1    0.000    0.000    0.001    0.001 _normalize.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:59(BaseGrouper)
        1    0.000    0.000    0.000    0.000 pytables.py:3110(Table)
        1    0.000    0.000    0.000    0.000 statistics.py:77(<module>)
        1    0.000    0.000    0.014    0.014 _distributor_init.py:7(<module>)
        1    0.000    0.000    0.022    0.022 _pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:140(SelectionMixin)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
       27    0.000    0.000    0.000    0.000 pyparsing.py:5079(__init__)
        1    0.000    0.000    0.001    0.001 bezier.py:3(<module>)
        1    0.000    0.000    0.001    0.001 offsetbox.py:15(<module>)
       11    0.000    0.000    0.000    0.000 pyparsing.py:5435(_escapeRegexRangeChars)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1769(get)
        1    0.000    0.000    0.034    0.034 core.py:12(<module>)
       60    0.000    0.000    0.000    0.000 _methods.py:44(_any)
        1    0.000    0.000    0.002    0.002 uuid.py:45(<module>)
        1    0.000    0.000    0.024    0.024 context.py:1(<module>)
       20    0.000    0.000    0.000    0.000 dtypes.py:1072(construct_from_string)
       17    0.000    0.000    0.000    0.000 getlimits.py:521(max)
        7    0.000    0.000    0.000    0.000 enum.py:830(__or__)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
       13    0.000    0.000    0.001    0.000 nanops.py:51(__init__)
        1    0.000    0.000    0.000    0.000 string_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:78(<dictcomp>)
       23    0.000    0.000    0.003    0.000 overrides.py:200(decorator)
       20    0.000    0.000    0.000    0.000 deprecation.py:207(_deprecated_property)
        7    0.000    0.000    0.018    0.003 <frozen importlib._bootstrap_external>:956(_cache_bytecode)
        1    0.000    0.000    0.002    0.002 patches.py:3151(ArrowStyle)
       11    0.000    0.000    0.000    0.000 enum.py:64(__init__)
       22    0.000    0.000    0.000    0.000 pathlib.py:700(__str__)
        1    0.000    0.000    0.000    0.000 records.py:35(<module>)
       30    0.000    0.000    0.000    0.000 generic.py:89(generate_property)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ewm.py:30(EWM)
        1    0.000    0.000    0.001    0.001 arraysetops.py:27(<module>)
       14    0.000    0.000    0.000    0.000 pyparsing.py:4487(__str__)
        1    0.000    0.000    0.000    0.000 offsets.py:2678(Day)
        2    0.000    0.000    0.027    0.014 generic.py:10344(_add_series_or_dataframe_operations)
        1    0.000    0.000    0.003    0.003 secrets.py:7(<module>)
        2    0.000    0.000    0.000    0.000 deprecation.py:374(_make_keyword_only)
       24    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       98    0.000    0.000    0.000    0.000 common.py:11(unpack_zerodim_and_defer)
        1    0.000    0.000    0.002    0.002 selectors.py:5(<module>)
        1    0.000    0.000    0.003    0.003 polynomial.py:57(<module>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2276(__or__)
       12    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       30    0.000    0.000    0.000    0.000 getlimits.py:42(<lambda>)
        1    0.000    0.000    0.001    0.001 accessor.py:6(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:17(_get_running_interactive_framework)
        7    0.000    0.000    0.007    0.001 <frozen importlib._bootstrap_external>:785(source_to_code)
       16    0.000    0.000    0.000    0.000 pyparsing.py:850(__iadd__)
        1    0.000    0.000    0.001    0.001 texmanager.py:49(TexManager)
        1    0.000    0.000    0.001    0.001 widgets.py:10(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:75(__call__)
       26    0.000    0.000    0.001    0.000 core.py:6618(__init__)
        9    0.000    0.000    0.004    0.000 fontconfig_pattern.py:113(parse)
        1    0.000    0.000    0.000    0.000 parquet.py:1(<module>)
        4    0.000    0.000    0.000    0.000 enum.py:800(_create_pseudo_member_)
        1    0.000    0.000    0.003    0.003 win.py:8(<module>)
        1    0.000    0.000    0.000    0.000 docstrings.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:3(<module>)
        1    0.000    0.000    0.008    0.008 py3k.py:4(<module>)
        1    0.000    0.000    0.016    0.016 textpath.py:1(<module>)
       12    0.000    0.000    0.000    0.000 __init__.py:1614(isEnabledFor)
        1    0.000    0.000    0.000    0.000 laguerre.py:60(<module>)
       20    0.000    0.000    0.000    0.000 deprecation.py:226(finalize)
       59    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:154(_add_integer_aliases)
       16    0.000    0.000    0.000    0.000 __init__.py:484(_arith_method_SERIES)
       14    0.000    0.000    0.001    0.000 expr.py:166(_filter_nodes)
        1    0.000    0.000    0.004    0.004 __init__.py:186(_check_versions)
       45    0.000    0.000    0.000    0.000 hexboard.py:249(in_bounds)
        6    0.000    0.000    0.000    0.000 groupby.py:1348(groupby_function)
       89    0.000    0.000    0.000    0.000 docstring.py:99(copy)
        1    0.000    0.000    0.000    0.000 construction.py:4(<module>)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 tile.py:3(<module>)
        1    0.000    0.000    0.000    0.000 html.py:5(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.ConnectRegistry}
        1    0.000    0.000    0.001    0.001 _parser.py:30(<module>)
       16    0.000    0.000    0.000    0.000 strings.py:1960(_noarg_wrapper)
        1    0.000    0.000    0.000    0.000 generic.py:824(DataFrameGroupBy)
        1    0.000    0.000    7.804    7.804 game.py:36(run_interactively)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:97(dtype_from_ctypes_type)
        1    0.000    0.000    0.001    0.001 rolling.py:772(Window)
        2    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:60(<module>)
      159    0.000    0.000    0.000    0.000 expr.py:230(_node_not_implemented)
       97    0.000    0.000    0.000    0.000 pyparsing.py:5686(<genexpr>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:445(_construct_lookups)
        1    0.000    0.000    0.000    0.000 Image.py:536(Image)
      108    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.001    0.001 histograms.py:3(<module>)
        1    0.000    0.000    0.001    0.001 base.py:599(IndexOpsMixin)
       14    0.000    0.000    0.000    0.000 argparse.py:2394(_get_value)
       18    0.000    0.000    0.000    0.000 deprecation.py:193(finalize)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4264(<genexpr>)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
       30    0.000    0.000    0.004    0.000 rcsetup.py:464(validate_font_properties)
        1    0.000    0.000    0.006    0.006 table.py:20(<module>)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:51(<module>)
        1    0.000    0.000    0.001    0.001 transforms.py:30(<module>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:39(seterr)
        1    0.000    0.000    0.000    0.000 hermite.py:60(<module>)
        1    0.000    0.000    0.019    0.019 ewm.py:1(<module>)
        1    0.000    0.000    0.008    0.008 engines.py:3(<module>)
       32    0.000    0.000    0.000    0.000 rcsetup.py:863(<genexpr>)
       15    0.000    0.000    0.000    0.000 re.py:307(_subx)
        1    0.000    0.000    0.015    0.015 defmatrix.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
       18    0.000    0.000    0.000    0.000 core.py:992(__init__)
        1    0.000    0.000    0.001    0.001 relativedelta.py:2(<module>)
        1    0.000    0.000    0.000    0.000 artist.py:57(Artist)
       27    0.000    0.000    0.000    0.000 argparse.py:575(format)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1512(_array_str_implementation)
       22    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        5    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        1    0.000    0.000    0.000    0.000 managers.py:61(BlockManager)
        1    0.000    0.000    0.000    0.000 hexboard.py:237(get_move_between_boards)
        1    0.000    0.000    0.001    0.001 dtypes.py:609(DatetimeTZDtype)
       14    0.000    0.000    0.000    0.000 hashlib.py:116(__get_openssl_constructor)
        2    0.000    0.000    0.000    0.000 core.py:2929(__array_finalize__)
       18    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
       78    0.000    0.000    0.000    0.000 _internal.py:830(<genexpr>)
       14    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
        1    0.000    0.000    0.000    0.000 datetimes.py:82(DatetimeIndex)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:95(_add_types)
        1    0.000    0.000    0.000    0.000 typing.py:1452(IO)
        1    0.000    0.000    0.001    0.001 _core.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:66(_bits_of)
        1    0.000    0.000    0.000    0.000 offsets.py:2683(Hour)
        7    0.000    0.000    0.000    0.000 argparse.py:1024(__init__)
       34    0.000    0.000    0.001    0.000 nanops.py:53(<genexpr>)
        2    0.000    0.000    0.001    0.000 __init__.py:559(_get_config_or_cache_dir)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:238(_add_array_type)
        1    0.000    0.000    0.000    0.000 twodim_base.py:154(eye)
        5    0.000    0.000    0.000    0.000 typing.py:819(__class_getitem__)
        3    0.000    0.000    0.000    0.000 sre_parse.py:951(parse_template)
       20    0.000    0.000    0.000    0.000 dtypes.py:715(construct_from_string)
       28    0.000    0.000    0.001    0.000 ntpath.py:212(basename)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 argparse.py:1697(add_subparsers)
        1    0.000    0.000    0.000    0.000 hexboard.py:113(print)
        1    0.000    0.000    0.005    0.005 hashing.py:3(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1048(SQLDatabase)
        1    0.000    0.000    0.043    0.043 fontconfig_pattern.py:6(<module>)
        1    0.000    0.000    0.002    0.002 patches.py:1969(BoxStyle)
       15    0.000    0.000    0.000    0.000 argparse.py:2102(_parse_optional)
        1    0.000    0.000    0.014    0.014 eval.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
       21    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:5654(<lambda>)
       15    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
        1    0.000    0.000    0.001    0.001 argparse.py:62(<module>)
       10    0.000    0.000    0.007    0.001 pyparsing.py:5101(__init__)
        1    0.000    0.000    0.001    0.001 markers.py:146(<module>)
        1    0.000    0.000    0.002    0.002 benchmark.py:1(<module>)
       97    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 dtypes.py:164(CategoricalDtype)
       21    0.000    0.000    0.012    0.001 gettext.py:624(gettext)
        1    0.000    0.000    0.011    0.011 __init__.py:10(<module>)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:68(<genexpr>)
        1    0.000    0.000    0.000    0.000 text.py:98(Text)
        1    0.000    0.000    0.012    0.012 mcts.py:1(<module>)
       71    0.000    0.000    0.000    0.000 pyparsing.py:2425(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 extension.py:194(ExtensionIndex)
       73    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.000    0.000    0.000    0.000 generic.py:309(_setup_axes)
       19    0.000    0.000    0.000    0.000 __init__.py:1382(_to_unmasked_float_array)
        4    0.000    0.000    0.000    0.000 generic.py:11340(_make_logical_function)
       12    0.000    0.000    0.000    0.000 rcsetup.py:67(_listify_validator)
        1    0.000    0.000    0.000    0.000 __init__.py:1754(Wm)
       29    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        8    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 __init__.py:1827(basicConfig)
        7    0.000    0.000    0.000    0.000 six.py:91(__get__)
        1    0.000    0.000    0.003    0.003 decoder.py:2(<module>)
        1    0.000    0.000    0.001    0.001 category.py:12(<module>)
       24    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
        1    0.000    0.000    0.000    0.000 _exceptions.py:7(<module>)
