         577251 function calls (565261 primitive calls) in 0.712 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 enum.py:890(<listcomp>)
       29    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
      104    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.001    0.001 figure.py:245(Figure)
        1    0.000    0.000    0.001    0.001 dviread.py:18(<module>)
      224    0.000    0.000    0.000    0.000 patches.py:1795(<genexpr>)
        1    0.000    0.000    0.002    0.002 pyparsing.py:5806(_makeTags)
       25    0.000    0.000    0.000    0.000 pyparsing.py:4841(__init__)
       12    0.000    0.000    0.000    0.000 deprecation.py:343(<listcomp>)
       85    0.000    0.000    0.000    0.000 kl.py:38(register_kl)
       58    0.000    0.000    0.000    0.000 __init__.py:20(__new__)
        1    0.000    0.000    0.003    0.003 serialization.py:1(<module>)
        1    0.000    0.000    0.002    0.002 constructor.py:3(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:385(format)
       12    0.000    0.000    0.000    0.000 tokenize.py:380(find_cookie)
        3    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
       18    0.000    0.000    0.001    0.000 pyparsing.py:4779(parseImpl)
        1    0.000    0.000    0.002    0.002 default_mappings.py:2(<module>)
        1    0.000    0.000    0.001    0.001 distributed_c10d.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _jit_internal.py:5(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1195(_TimelikeFormat)
       73    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        1    0.000    0.000    0.008    0.008 platform.py:10(<module>)
      149    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
       32    0.000    0.000    0.001    0.000 contextlib.py:107(__enter__)
       29    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.003    0.003 backend_bases.py:33(<module>)
       10    0.000    0.000    0.001    0.000 _pylab_helpers.py:65(destroy_all)
        1    0.000    0.000    0.000    0.000 colors.py:80(__init__)
       46    0.000    0.000    0.000    0.000 rcsetup.py:976(_validate_linestyle)
        1    0.000    0.000    0.000    0.000 __init__.py:776(<dictcomp>)
        1    0.000    0.000    0.000    0.000 frontend.py:516(build_UnaryOp)
       11    0.000    0.000    0.000    0.000 typing.py:846(__init_subclass__)
        1    0.000    0.000    0.001    0.001 nanfunctions.py:22(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:19(_fr0)
      149    0.000    0.000    0.000    0.000 inspect.py:63(ismodule)
       27    0.000    0.000    0.000    0.000 locale.py:651(getpreferredencoding)
        1    0.000    0.000    0.008    0.008 _base.py:1(<module>)
      152    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
        1    0.000    0.000    0.032    0.032 von_mises.py:1(<module>)
        1    0.000    0.000    0.032    0.032 __init__.py:1111(script)
        1    0.000    0.000    0.000    0.000 core.py:2717(MaskedArray)
        1    0.000    0.000    0.001    0.001 type_check.py:3(<module>)
        1    0.000    0.000    0.001    0.001 selectors.py:5(<module>)
       99    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
      204    0.000    0.000    0.000    0.000 patches.py:1788(<genexpr>)
        6    0.000    0.000    0.000    0.000 patches.py:1795(<listcomp>)
        1    0.000    0.000    0.000    0.000 path.py:21(Path)
       90    0.000    0.000    0.000    0.000 cycler.py:138(keys)
     23/7    0.000    0.000    0.000    0.000 pyparsing.py:4485(streamline)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4847(parseImpl)
        1    0.000    0.000    0.001    0.001 qconfig.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:1437(__init__)
        1    0.000    0.000    0.000    0.000 pooling.py:967(_AdaptiveAvgPoolNd)
       26    0.000    0.000    0.000    0.000 core.py:6665(getdoc)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:79(bitname)
       22    0.000    0.000    0.000    0.000 pathlib.py:664(_from_parts)
       35    0.000    0.000    0.000    0.000 pathlib.py:677(_from_parsed_parts)
       38    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
       12    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
        1    0.000    0.000    0.003    0.003 ticker.py:165(<module>)
       16    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1860(resetCache)
    34/26    0.000    0.000    0.000    0.000 pyparsing.py:4086(__str__)
        1    0.000    0.000    0.002    0.002 fontconfig_pattern.py:65(__init__)
       12    0.000    0.000    0.000    0.000 version.py:307(parse)
       38    0.000    0.000    0.001    0.000 typing.py:1199(_alias)
       26    0.000    0.000    0.000    0.000 core.py:927(__init__)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.001    0.001 parse.py:28(<module>)
       26    0.000    0.000    0.000    0.000 pathlib.py:825(stem)
        9    0.000    0.000    0.000    0.000 tokenize.py:350(detect_encoding)
      160    0.000    0.000    0.000    0.000 enum.py:659(<lambda>)
      186    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        1    0.000    0.000    0.000    0.000 encoder.py:2(<module>)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2896(parseImpl)
        1    0.000    0.000    0.001    0.001 tarfile.py:30(<module>)
        1    0.000    0.000    0.020    0.020 loader.py:2(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:181(<listcomp>)
        1    0.000    0.000    0.004    0.004 subprocess.py:42(<module>)
        4    0.000    0.000    0.000    0.000 enum.py:872(_decompose)
       14    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.033    0.033 collections.py:10(<module>)
       91    0.000    0.000    0.000    0.000 docstring.py:101(do_copy)
      144    0.000    0.000    0.000    0.000 pyparsing.py:4026(<genexpr>)
        1    0.000    0.000    0.001    0.001 api.py:1(<module>)
        1    0.000    0.000    0.001    0.001 twodim_base.py:3(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:97(dtype_from_ctypes_type)
       30    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       28    0.000    0.000    0.000    0.000 posixpath.py:232(expanduser)
      294    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.004    0.004 backend_agg.py:21(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:1(<module>)
        1    0.000    0.000    0.042    0.042 contour.py:3(<module>)
       98    0.000    0.000    0.000    0.000 pyparsing.py:2551(streamline)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4686(parseImpl)
        4    0.000    0.000    0.005    0.001 linear.py:1(<module>)
       44    0.000    0.000    0.000    0.000 core.py:145(get_object_signature)
        1    0.000    0.000    0.001    0.001 pickle.py:24(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:138(<listcomp>)
       38    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
       44    0.000    0.000    0.000    0.000 re.py:185(sub)
    40/18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1114(__iter__)
       26    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        6    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.002    0.002 legend.py:22(<module>)
        1    0.000    0.000    0.000    0.000 _cm.py:7(<module>)
       49    0.000    0.000    0.000    0.000 pyparsing.py:593(__getitem__)
        2    0.000    0.000    0.008    0.004 conv.py:2(<module>)
        1    0.000    0.000    0.001    0.001 _pocketfft.py:29(<module>)
        1    0.000    0.000    0.002    0.002 financial.py:12(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
       38    0.000    0.000    0.000    0.000 pathlib.py:714(__fspath__)
       20    0.000    0.000    0.000    0.000 inspect.py:2533(replace)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._init_names}
        1    0.000    0.000    0.000    0.000 triinterpolate.py:591(_ReducedHCT_Element)
       19    0.000    0.000    0.000    0.000 path.py:188(_update_values)
       45    0.000    0.000    0.000    0.000 docstring.py:43(update)
       11    0.000    0.000    0.003    0.000 pyparsing.py:1901(parseString)
       18    0.000    0.000    0.000    0.000 typing.py:113(_type_check)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1489(_array_str_implementation)
       26    0.000    0.000    0.000    0.000 pathlib.py:1039(_make_child_relpath)
        1    0.000    0.000    0.002    0.002 pathlib.py:1(<module>)
       56    0.000    0.000    0.000    0.000 inspect.py:1837(_signature_is_functionlike)
       11    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       32    0.000    0.000    0.000    0.000 warnings.py:449(__init__)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 filedialog.py:13(<module>)
        1    0.000    0.000    0.000    0.000 TiffTags.py:20(<module>)
        1    0.000    0.000    0.001    0.001 art3d.py:8(<module>)
        1    0.000    0.000    0.059    0.059 _subplots.py:1(<module>)
       56    0.000    0.000    0.000    0.000 patches.py:1866(_register_style)
       16    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4236(__init__)
        8    0.000    0.000    0.000    0.000 frontend.py:637(build_Num)
        9    0.000    0.000    0.000    0.000 tensor.py:16(_wrap_type_error_to_not_implemented)
        1    0.000    0.000    0.005    0.005 resolver.py:2(<module>)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:2236(any)
        1    0.000    0.000    0.014    0.014 __init__.py:85(_load_global_deps)
       35    0.000    0.000    0.000    0.000 __init__.py:716(__init__)
       32    0.000    0.000    0.000    0.000 contextlib.py:237(helper)
       36    0.000    0.000    0.000    0.000 os.py:754(encode)
        8    0.000    0.000    0.000    0.000 posixpath.py:154(dirname)
       71    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1087(_find_parent_path_names)
        1    0.000    0.000    0.001    0.001 simpledialog.py:24(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:574(Misc)
        1    0.000    0.000    0.006    0.006 axis.py:3(<module>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3197(parseImpl)
      304    0.000    0.000    0.000    0.000 __init__.py:848(__iter__)
       85    0.000    0.000    0.000    0.000 kl.py:69(decorator)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.012    0.012 client.py:69(<module>)
        2    0.000    0.000    0.001    0.000 activation.py:1(<module>)
       26    0.000    0.000    0.000    0.000 _jit_internal.py:746(_qualified_name)
        2    0.000    0.000    0.000    0.000 core.py:2938(__array_finalize__)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
       30    0.000    0.000    0.000    0.000 getlimits.py:27(_fr1)
        1    0.000    0.000    0.000    0.000 umath.py:7(<module>)
      134    0.000    0.000    0.000    0.000 six.py:88(__init__)
        4    0.000    0.000    0.000    0.000 enum.py:800(_create_pseudo_member_)
      124    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 dialog.py:3(<module>)
        1    0.000    0.000    0.002    0.002 axes3d.py:11(<module>)
        1    0.000    0.000    0.000    0.000 _subplots.py:216(subplot_class_factory)
       11    0.000    0.000    0.000    0.000 pyparsing.py:5454(_escapeRegexRangeChars)
        1    0.000    0.000    0.001    0.001 constraint_registry.py:66(<module>)
      122    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
        1    0.000    0.000    0.003    0.003 reduction.py:10(<module>)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:798(__init__)
        7    0.000    0.000    0.000    0.000 getlimits.py:497(__init__)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
       34    0.000    0.000    0.000    0.000 functools.py:458(lru_cache)
       64    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.006    0.006 artist.py:1(<module>)
        2    0.000    0.000    0.001    0.000 connection.py:10(<module>)
      106    0.000    0.000    0.000    0.000 __init__.py:272(wrapper)
        1    0.000    0.000    0.001    0.001 std.py:9(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:5(<module>)
       15    0.000    0.000    0.000    0.000 arrayprint.py:477(wrapper)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:66(_bits_of)
        5    0.000    0.000    0.003    0.001 platform.py:923(uname)
        2    0.000    0.000    0.002    0.001 distributed.py:1(<module>)
       62    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.001    0.001 mlab.py:54(<module>)
        1    0.000    0.000    0.003    0.003 _parser.py:30(<module>)
        1    0.000    0.000    0.001    0.001 patches.py:3088(ArrowStyle)
        1    0.000    0.000    0.010    0.010 cm.py:16(<module>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2292(__or__)
       14    0.000    0.000    0.000    0.000 pyparsing.py:4506(__str__)
       26    0.000    0.000    0.000    0.000 rcsetup.py:50(__init__)
        1    0.000    0.000    0.000    0.000 representer.py:2(<module>)
        1    0.000    0.000    0.004    0.004 quantize.py:1(<module>)
    19/17    0.000    0.000    0.000    0.000 typing.py:248(inner)
       10    0.000    0.000    0.000    0.000 typing.py:535(__init__)
       30    0.000    0.000    0.000    0.000 getlimits.py:42(<lambda>)
        8    0.000    0.000    0.000    0.000 resolver.py:25(add_implicit_resolver)
       30    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(result_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:445(_construct_lookups)
       53    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
        1    0.000    0.000    0.003    0.003 platform.py:780(_syscmd_uname)
       16    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
        3    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.FileIO' objects}
        1    0.000    0.000    0.000    0.000 quiver.py:15(<module>)
        1    0.000    0.000    0.000    0.000 text.py:98(Text)
       27    0.000    0.000    0.000    0.000 pyparsing.py:5098(__init__)
       32    0.000    0.000    0.000    0.000 rcsetup.py:706(_validate_greaterequal0_lessequal1)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 observer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 annotations.py:1(<module>)
       72    0.000    0.000    0.000    0.000 __init__.py:1807(<lambda>)
        1    0.000    0.000    0.000    0.000 transformer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 copy.py:49(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
        1    0.000    0.000    0.001    0.001 _internal.py:6(<module>)
       32    0.000    0.000    0.000    0.000 pathlib.py:294(splitroot)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
       46    0.000    0.000    0.000    0.000 six.py:105(__init__)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        1    0.000    0.000    0.001    0.001 subprocess.py:681(__init__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:5(<module>)
        6    0.000    0.000    0.000    0.000 textwrap.py:414(dedent)
        7    0.000    0.000    0.000    0.000 enum.py:830(__or__)
      231    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects}
       12    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.001    0.001 qt_compat.py:12(<module>)
        1    0.000    0.000    0.001    0.001 texmanager.py:49(TexManager)
       10    0.000    0.000    0.004    0.000 pyparsing.py:5120(__init__)
      183    0.000    0.000    0.000    0.000 rcsetup.py:55(func)
       16    0.000    0.000    0.000    0.000 pyparsing.py:852(__iadd__)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 reductions.py:346(init_reductions)
        1    0.000    0.000    0.000    0.000 tensor.py:41(Tensor)
       14    0.000    0.000    0.001    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.001    0.001 hashlib.py:54(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:499(StringConverter)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
       36    0.000    0.000    0.000    0.000 _add_newdocs.py:6744(<genexpr>)
        1    0.000    0.000    0.000    0.000 records.py:35(<module>)
       27    0.000    0.000    0.000    0.000 pathlib.py:790(name)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
       81    0.000    0.000    0.000    0.000 inspect.py:2226(<lambda>)
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
       13    0.000    0.000    0.000    0.000 __init__.py:1614(isEnabledFor)
       38    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.013    0.013 core.py:12(<module>)
        1    0.000    0.000    0.008    0.008 textpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.002    0.002 transforms.py:30(<module>)
      130    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
       97    0.000    0.000    0.000    0.000 pyparsing.py:5705(<genexpr>)
     20/6    0.000    0.000    0.001    0.000 pyparsing.py:4460(parseImpl)
        9    0.000    0.000    0.000    0.000 _torch_docs.py:23(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        2    0.000    0.000    0.003    0.002 batchnorm.py:1(<module>)
        1    0.000    0.000    0.001    0.001 arraysetops.py:27(<module>)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:238(_add_array_type)
       57    0.000    0.000    0.000    0.000 pathlib.py:1029(_init)
        1    0.000    0.000    0.001    0.001 __init__.py:239(_sanity_check)
        1    0.000    0.000    0.000    0.000 token.py:78(<dictcomp>)
       30    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:39(seterr)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:139(geterr)
        3    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
       14    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
        1    0.000    0.000    0.001    0.001 afm.py:34(<module>)
        1    0.000    0.000    0.001    0.001 pyplot.py:1689(get_plot_commands)
        1    0.000    0.000    0.000    0.000 pyplot.py:1988(<listcomp>)
       24    0.000    0.000    0.002    0.000 rcsetup.py:417(validate_font_properties)
      122    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 util.py:10(<module>)
        1    0.000    0.000    0.020    0.020 hub.py:1(<module>)
        1    0.000    0.000    0.001    0.001 frontend.py:190(build_def)
        1    0.000    0.000    0.000    0.000 pooling.py:1(<module>)
        1    0.000    0.000    0.001    0.001 polynomial.py:57(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:444(iinfo)
       30    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(linspace)
       25    0.000    0.000    0.000    0.000 constructor.py:159(add_constructor)
        1    0.000    0.000    0.000    0.000 ntpath.py:6(<module>)
       50    0.000    0.000    0.000    0.000 enum.py:623(name)
       98    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._multiprocessing_init}
        1    0.000    0.000    0.003    0.003 table.py:20(<module>)
        1    0.000    0.000    0.001    0.001 backend_tools.py:12(<module>)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1777(get)
      9/3    0.000    0.000    0.000    0.000 pyparsing.py:4243(streamline)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4283(<genexpr>)
       25    0.000    0.000    0.000    0.000 rcsetup.py:285(<listcomp>)
        1    0.000    0.000    0.002    0.002 __init__.py:188(_check_versions)
        1    0.000    0.000    0.000    0.000 hexboard.py:8(HexBoard)
        1    0.000    0.000    0.000    0.000 internal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multinomial.py:10(Multinomial)
        1    0.000    0.000    0.002    0.002 _recursive.py:1(<module>)
        1    0.000    0.000    0.000    0.000 annotations.py:169(get_type_line)
        2    0.000    0.000    0.000    0.000 profiler.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6660(__init__)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
       60    0.000    0.000    0.000    0.000 _asarray.py:88(asanyarray)
       56    0.000    0.000    0.000    0.000 inspect.py:90(ismethoddescriptor)
       35    0.000    0.000    0.000    0.000 __init__.py:187(_checkLevel)
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
    49/18    0.000    0.000    0.000    0.000 abc.py:141(__subclasscheck__)
       38    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C.call_stack}
        1    0.000    0.000    0.000    0.000 commondialog.py:11(<module>)
        1    0.000    0.000    0.000    0.000 proj3d.py:3(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:15(<module>)
        1    0.000    0.000    0.001    0.001 patches.py:1874(BoxStyle)
       10    0.000    0.000    0.001    0.000 pyplot.py:658(close)
       16    0.000    0.000    0.000    0.000 cycler.py:529(_cycler)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2215(__mul__)
        9    0.000    0.000    0.002    0.000 fontconfig_pattern.py:122(parse)
        1    0.000    0.000    0.024    0.024 fontconfig_pattern.py:6(<module>)
       19    0.000    0.000    0.000    0.000 __init__.py:1309(_to_unmasked_float_array)
        1    0.000    0.000    0.002    0.002 dataloader.py:6(<module>)
        1    0.000    0.000    0.000    0.000 von_mises.py:70(VonMises)
       27    0.000    0.000    0.000    0.000 utils.py:95(__init__)
      122    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
        1    0.000    0.000    0.002    0.002 header.py:5(<module>)
        2    0.000    0.000    0.000    0.000 frontend.py:548(build_Compare)
        1    0.000    0.000    0.000    0.000 chebyshev.py:89(<module>)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        1    0.000    0.000    0.000    0.000 parser.py:62(<module>)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:68(<genexpr>)
        1    0.000    0.000    0.000    0.000 pickle.py:1024(_Unpickler)
        8    0.000    0.000    0.000    0.000 pathlib.py:698(_make_child)
       23    0.000    0.000    0.001    0.000 overrides.py:206(decorator)
       34    0.000    0.000    0.000    0.000 six.py:184(find_module)
       62    0.000    0.000    0.000    0.000 enum.py:198(<genexpr>)
        4    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.000    0.000 Image.py:485(Image)
        1    0.000    0.000    0.001    0.001 geo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:4(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1565(FigureCanvasBase)
       24    0.000    0.000    0.000    0.000 dviread.py:155(<listcomp>)
        1    0.000    0.000    0.000    0.000 collections.py:22(Collection)
        1    0.000    0.000    0.002    0.002 __init__.py:97(<module>)
       15    0.000    0.000    0.000    0.000 deprecation.py:196(_deprecated_property)
        9    0.000    0.000    0.000    0.000 _torch_docs.py:9(parse_kwargs)
        1    0.000    0.000    0.002    0.002 utils.py:5(<module>)
        1    0.000    0.000    0.005    0.005 _ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1487(IO)
        1    0.000    0.000    0.000    0.000 module.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tensor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:24(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:192(<module>)
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:9(<module>)
        1    0.000    0.000    0.000    0.000 histograms.py:3(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1810(chararray)
        1    0.000    0.000    0.008    0.008 overrides.py:1(<module>)
        2    0.000    0.000    0.014    0.007 __init__.py:340(__init__)
       56    0.000    0.000    0.000    0.000 inspect.py:276(isbuiltin)
       30    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(any)
       11    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
       10    0.000    0.000    0.000    0.000 weakref.py:408(__setitem__)
        3    0.000    0.000    0.000    0.000 {built-in method posix.close}
       62    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 artist.py:57(Artist)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:2270(makeOptionalList)
        8    0.000    0.000    0.000    0.000 deprecation.py:388(<listcomp>)
       10    0.000    0.000    0.000    0.000 deprecation.py:405(_suppress_matplotlib_deprecation_warning)
       30    0.000    0.000    0.000    0.000 rcsetup.py:857(<genexpr>)
       95    0.000    0.000    0.000    0.000 pyparsing.py:285(<genexpr>)
       16    0.000    0.000    0.000    0.000 deprecation.py:182(finalize)
       15    0.000    0.000    0.000    0.000 deprecation.py:215(finalize)
      122    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      110    0.000    0.000    0.000    0.000 typing.py:615(<genexpr>)
        1    0.000    0.000    0.000    0.000 laguerre.py:60(<module>)
        1    0.000    0.000    0.007    0.007 _pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:95(_add_types)
       27    0.000    0.000    0.000    0.000 pathlib.py:1110(glob)
        1    0.000    0.000    0.001    0.001 _six.py:21(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:633(Popen)
        4    0.000    0.000    0.000    0.000 weakref.py:356(__init__)
    13/11    0.000    0.000    0.038    0.004 __init__.py:109(import_module)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        1    0.000    0.000    0.000    0.000 __init__.py:140(EventType)
        1    0.000    0.000    0.000    0.000 scale.py:759(_get_scale_docs)
        2    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:45(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:128(<module>)
        1    0.000    0.000    0.000    0.000 _cm.py:160(<dictcomp>)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.001    0.001 decoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1351(ParserElement)
       48    0.000    0.000    0.000    0.000 pyparsing.py:4034(<genexpr>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4278(__str__)
        2    0.000    0.000    0.000    0.000 __init__.py:574(_get_config_or_cache_dir)
        1    0.000    0.000    0.001    0.001 backend_registry.py:1(<module>)
       46    0.000    0.000    0.000    0.000 constraint_registry.py:87(register)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        1    0.000    0.000    0.000    0.000 function.py:1(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:821(__class_getitem__)
      5/3    0.000    0.000    0.000    0.000 typing.py:340(__getitem__)
        1    0.000    0.000    0.000    0.000 core.py:2782(__new__)
